Recipient Adygei Armenian Balochi BantuKenya BantuSouthAfrica Basque Bedouin Belorussian BiakaPygmy Bulgarian Burusho Cambodian Chuvash Colombian Cypriot Dai Daur Druze EastSicilian Egyptian English Ethiopian EthiopianJew Finnish French Georgian GermanyAustria Greek Hadza Han HanNchina Hazara Hezhen Hungarian IndianJew Indian Iranian Ireland Japanese Jordanian Kalash Karitiana Lahu Lezgin Lithuanian Makrani Mandenka Maya MbutiPygmy Melanesian Miao Mongola Moroccan Mozabite Myanmar Naxi NorthItalian Norwegian Orcadian Oroqen Palestinian Papuan Pathan Pima Polish Romanian Russian Sandawe SanNamibia SanKhomani Sardinian Saudi Scottish She Sindhi SouthItalian Spanish Surui Syrian Tu Tujia Tunisian Turkish Tuscan UAE Uygur Uzbekistani Welsh WestSicilian Xibo Yakut Yemeni Yi
Jordanian3 89.637 102.977 102.77 27.9 17.159 138.743 428.829 39.842 35.236 109.436 98.221 19.2 72.79 12.166 71.394 16.911 16.073 269.696 62.699 66.717 31.072 97.34 57.613 5.211 156.219 117.891 15.034 117.892 3.958 63.81 17.301 79.954 14.644 97.016 33.43 40.661 78.623 34.67 53.014 173 92.871 26.181 13.777 106.447 47.107 120.383 65.7 45.242 19.828 19.361 15.883 18.593 133.899 167.21 3.344 13.485 66.164 98.762 90.319 15.143 508.789 29.713 99.989 26.737 83.537 75.279 116.474 79.43 4.253 56.549 186.91 106.496 29.331 17.748 98.403 110.707 203.922 11.373 112.383 17.68 16.597 80.279 97.03 53.937 77.15 29.738 58.78 17.9 59.904 16.836 56.569 23.899 16.018
Jordanian4 99.38 98.21 100.033 23.374 15.454 133.577 379.046 41.722 32.374 93.141 111.466 18.868 78.023 12.083 83.949 16.793 16.812 270.956 61.241 64.94 28.135 97.302 56.29 5.835 146.567 119.632 16.505 116.575 3.744 61.865 17.312 75.465 13.878 99.094 31.624 45.161 78.064 29.403 50.771 386.211 89.829 23.565 12.412 98.206 44.251 117.67 48.238 43.856 20.473 18.315 15.842 19.926 139.479 139.652 3.96 14.018 72.287 92.892 77.728 15.743 558.778 30.984 103.138 23.607 79.617 72.788 118.001 74.107 4.921 55.561 167.036 81.974 31.626 16.238 97.185 99.521 194.981 13.49 115.968 17.885 16.158 62.692 96.797 42.366 63.719 31.922 54.538 16.082 52.39 16.484 55.945 26.989 18.387
Jordanian5 95.476 100.997 101.662 33.659 21.571 128.128 363.816 42.816 43.775 110.388 100.12 17.75 63.182 12.45 71.079 16.774 18.388 284.199 65.838 63.723 28.24 96.854 51.708 5.369 155.329 116.827 17.935 124.05 3.913 63.097 16.902 73.853 14.216 100.354 35.359 39.124 87.418 34.039 51.78 283.296 103.61 24.221 14.5 111.66 44.324 113.28 68.269 46.186 22.894 21.069 17.405 19.016 145.551 142.48 4.84 13.455 63.88 93.857 75.495 14.183 502.175 31.295 100.154 26.535 71.05 71.916 114.876 91.872 5.298 57.857 170.567 79.725 26.013 16.694 109.911 119.306 190.617 12.207 114.897 19.589 17.534 68.519 99.122 46.933 69.448 33.634 56.026 16.324 59.381 17.869 60.837 22.942 17.363
Jordanian6 107.265 98.221 99.788 23.553 15.923 136.179 543.988 37.463 28.099 102.241 106.816 18.477 69.496 11.441 79.307 15.273 16.955 292.852 65.447 62.942 26.168 95.495 51.455 6.754 164.22 130.574 17.101 128.09 3.98 59.388 17.107 77.462 14.659 99.134 32.089 43.938 75.913 37.894 49.535 179.009 105.139 24.561 13.795 109.347 47.591 112.75 52.219 48.461 14.096 19.551 16.469 19.122 129.318 155.578 3.741 12.236 69.794 98.31 73.754 18.127 397.61 34.519 103.702 26.056 85.748 71.436 118.877 69.082 4.433 54.997 168.962 116.553 27.228 16.448 101.557 115.538 198.634 12.998 115.173 18.084 16.728 65.908 111.533 54.548 84.047 32.74 50.968 18.437 58.895 17.776 57.848 21.445 17.992
Jordanian7 107.599 103.646 110.398 32.723 18.188 137.766 372.809 40.686 38.511 108.813 115.241 17.814 72.844 11.675 78.796 18.924 16.034 279.026 59.999 64.251 33.398 107.233 61.949 6.109 168.465 135.155 15.04 134.517 4.977 63.026 18.164 79.158 14.226 108.454 33.361 45.917 86.781 36.578 56.601 141.705 107.514 25.989 14.36 113.363 52.964 118.336 58.541 49.435 22.097 22.766 20.02 22.002 136.64 149.483 4.083 13.732 68.729 102.739 81.201 18.298 366.66 35.76 110.5 27.59 87.591 70.203 132.428 92.195 5.12 63.667 187.886 75.41 28.694 18.037 107.451 118.895 202.331 13.553 110.46 21.035 18.315 69.914 107.328 45.078 57.674 34.669 62.175 16.539 66.29 20.302 65.505 22.436 17.722
Jordanian8 101.833 94.019 101.495 27.253 17.13 122.531 375.002 38.454 34.517 109.593 100.908 18.701 71.638 12.589 85.2 14.69 15.412 267.451 60.45 65.459 25.884 86.458 48.977 6.829 159.141 130.046 17.369 126.779 3.997 58.43 17.779 68.612 11.552 92.776 33.619 42.074 78.605 32.516 49.795 298.245 104.5 24.629 11.698 103.74 52.995 107.269 49.024 47.535 15.084 18.207 17.597 17.195 142.786 146.675 3.506 12.922 68.179 90.254 77.047 15.338 626.16 27.539 96.577 25.918 91.234 71.445 121.941 72.778 4.282 50.439 177.681 89.495 25.908 15.281 94.211 105.923 202.465 12.109 107.825 17.591 16.999 67.271 96.321 42.661 68.123 34.94 56.171 15.197 60.475 15.834 54.871 16.19 14.742
Jordanian9 102.623 94.96 101.626 34.906 17.938 135.303 336.826 38.139 44.046 90.15 107.891 18.825 66.314 11.397 76.51 18.295 15.741 287.342 55.142 73.814 26.123 103.347 57.486 3.918 148.824 130.003 13.593 111.892 6.376 59.649 17.593 71.575 13.872 90.011 30.748 37.617 69.97 29.11 53.108 150.549 87.411 23.995 12.468 101.277 43.926 100.388 67.199 47.016 22.254 19.238 17.635 20.27 143.359 143.478 4.06 12.879 65.561 93.394 75.704 14.61 804.766 30.914 94.671 25.689 86.533 68.795 115.221 89.481 4.826 73.521 171.173 74.245 28.502 16.217 93.055 99.213 193.546 12.251 106.078 17.634 15.922 75.18 96.326 41.899 61.694 29.698 56.07 21.302 55.738 15.843 57.38 22.068 15.853
Jordanian10 96.179 103.796 109.769 28.856 20.315 139.91 422.221 34.34 37.157 99.872 103.351 17.341 65.489 11.777 79.404 16.946 14.781 286.938 62.334 63.183 30.156 88.947 50.615 3.565 163.674 117.992 15.703 126.747 5.075 60.647 17.148 72.071 12.494 102.817 35.051 42.29 75.148 31.63 49.263 226.195 95.17 23.494 12.017 106.191 49.649 114.439 63.749 47.501 19.015 19.079 16.76 19.15 136.843 153.823 3.365 12.82 71.605 94.905 76.791 15.122 492.621 30.857 97.894 24.157 79.406 76.995 114.58 80.552 6.179 58.466 166.315 86.154 28.042 18.436 107.437 114.275 204.301 12.219 120.874 18.527 17.18 78.215 104.501 45.121 78.17 33.145 58.866 17.096 63.463 16.376 55.383 21.273 15.665
Jordanian11 101.368 108.579 99.738 26.661 18.463 135.197 384.58 35.685 29.213 102.428 106.537 18.02 65.317 9.743 74.243 15.834 16.485 285.746 61.401 62.585 27.664 79.876 48.93 4.843 145.639 125.808 19.146 114.889 3.95 58.272 15.779 71.334 12.467 103.231 30.329 43.078 74.556 35.822 48.59 328.408 91.454 22.341 12.365 108.171 47.916 113.602 58.552 48.794 19.397 20.1 16.081 17.017 139.945 147.668 3.57 12.574 69.686 101.651 74.564 15.856 556.629 30.747 101.386 26.35 78.408 73.545 122.228 79.127 4.149 52.049 168.517 86.155 26.427 14.349 104.379 103.983 199.286 13.452 109.131 17.184 15.572 67.664 111.422 45.401 67.147 32.866 59.526 14.53 61.475 15.148 60.721 22.065 15.189
Jordanian12 105.32 103.161 103.233 32.212 21.07 138.154 411.219 36.423 38.375 102.619 103.983 17.897 68.78 13.797 88.019 16.822 16.903 287.511 55.988 60.066 29.274 111.749 55.428 4.53 167.352 124.957 16.441 133.613 4.446 62.908 17.272 72.294 14.503 92.006 38.573 43.233 79.837 36.378 53.917 139.892 105.55 27.298 14.868 102.301 50.736 107.984 69.504 51.929 19.34 20.911 16.792 19.298 131.028 160.834 3.718 12.698 68.4 94.252 83.595 15.412 403.965 35.262 110.483 27.408 87.387 76.624 124.938 98.781 6.399 64.244 171.349 84.316 31.062 16.526 103.515 115.665 210.068 12.631 116.844 18.758 16.954 80.744 103.102 48.528 81.253 34.318 59.077 17.582 60.908 18.661 56.438 23.104 18.245
Jordanian13 92.897 99.581 102.068 30.283 16.214 139.714 399.055 36.003 32.482 103.413 111.63 16.368 67.687 10.279 75.812 18.38 16.816 289.411 62.223 58.536 30.232 97.288 54.632 6.099 159.465 134.757 20.403 124.257 4.546 60.836 17.879 74.781 13.593 97.894 30.778 42.088 82.615 36.145 51.766 159.571 95.488 23.416 12.793 108.888 45.781 111.991 48.695 43.169 17.59 17.959 17.056 18.13 135.18 148.271 4.869 13.319 75.813 94.748 82.927 16.117 582.657 32.538 116.178 24.774 82.595 76.621 125.449 72.967 4.125 58.706 167.667 94.08 26.207 16.027 109.102 119.563 199.855 11.819 111.165 20.714 17.542 65.995 95.66 50.123 64.148 30.217 53.9 20.124 53.594 18.511 59.51 28.031 17.486
Jordanian14 94.148 99.046 103.995 25.765 17.897 127.044 408.011 37.117 34.078 99.656 100.951 19.679 62.506 12.306 70.792 17.124 14.721 280.923 54.954 63.048 28.001 100.835 51.67 5.352 150.649 123.965 17.026 116.28 3.998 58.375 17.504 67.018 13.33 98.719 29.935 38.605 74.162 29.273 48.494 344.278 98.544 22.697 12.781 101.059 45.402 115.833 57.006 43.583 16.165 17.301 16.913 19.226 143.803 151.382 3.728 13.443 64.245 94.19 73.956 14.758 581.405 29.442 101.05 24.2 76.72 66.92 115.333 82.415 4.217 51.494 172.305 74.809 25.95 15.326 106.665 105.009 189.61 13.385 118.5 18.233 15.213 80.43 98.836 46.438 63.748 31.803 59.822 16.831 59.98 16.558 51.428 25.345 14.949
Jordanian15 103.2 101.613 100.582 31.001 19.097 129.82 439.685 39.611 33.657 111.508 118.034 19.734 70.826 12.255 80.098 17.531 17.178 310.143 55.587 60.885 32.061 90.524 51.774 7.317 158.511 122.125 15.739 125.713 3.877 60.805 15.725 82.227 13.379 104.225 34.117 38.983 81.391 31.4 50.712 181.538 100.336 27.048 14.633 104.286 45.286 113.305 56.312 49.78 16.764 17.023 17.288 17.284 134.435 151.193 4.414 12.647 70.007 93.387 78.465 14.686 410.117 32.348 108.278 25.72 87.593 82.967 132.295 78.899 6.953 56.371 176.564 101.601 26.902 15.867 108.534 115.153 206.697 13.208 110.38 18.599 16.606 79.816 113.909 44.646 70.688 31.7 56.597 18.873 62.764 17.552 60.031 19.236 17.398
Jordanian16 104.123 104.336 106.268 28.588 17.187 128.472 406.78 37.206 33.458 108.076 106.692 16.433 67.723 10.536 78.643 17.141 18.377 306.607 57.653 64.449 29.151 94.197 51.771 6.023 162.607 124.564 17.472 120.812 3.817 59.853 16.342 74.459 12.767 105.695 33.44 39.343 73.693 33.791 53.304 353.835 102.773 23.346 12.148 109.878 48.544 109.272 51.954 46.017 15.408 19.325 16.716 20.302 132.394 144.672 3.801 11.433 68.405 96.4 82.867 16.033 445.79 31.384 104.88 23.698 80.495 74.072 112.935 73.167 4.118 50.562 172.081 87.183 26.172 17.671 101.329 110.788 191.243 13.44 115.666 19.149 17.061 69.587 104.33 48.247 65.269 33.715 54.944 15.294 63.348 16.739 58.68 18.95 17.546
Jordanian17 101.614 98.44 97.034 36.106 25.764 132.498 354.92 38.243 48.248 106.488 100.973 17.887 74.766 12.388 78.417 16.915 16.307 287.686 57.011 63.204 32.03 102.497 54.127 7.127 150.882 121.885 18.277 124.374 5.346 62.039 17.989 77.429 14.228 103.423 29.115 40.486 67.783 35.106 48.245 218.011 93.837 24.517 13.894 101.714 48.429 108.44 78.106 51.304 22.099 21.568 16.677 19.871 145.765 151.881 3.803 13.148 63.353 95.597 78.246 16.918 522.479 33.393 98.853 23.923 90.285 71.041 118.912 91.832 5.831 66.605 169.099 78.398 31.971 17.531 100.723 115.535 193.324 12.05 122.675 19.008 16.461 79.3 98.852 43.095 70.064 27.878 55.568 16.836 61.382 17.963 55.702 19.26 17.851
Jordanian18 95.806 95.476 108.413 28.764 19.204 137.74 390.251 39.311 34.96 102.263 109.448 17.115 74.23 12.311 72.152 16.233 16.744 280.631 54.955 56.371 27.92 92.235 48.255 3.527 157.369 129.086 19.498 115.292 3.091 61.368 18.206 81.887 15.254 105.586 33.409 38.911 73.453 33.752 51.009 285.767 97.766 24.765 12.669 106.346 46.938 109.194 60.112 47.007 19.648 18.683 17.273 18.092 146.005 138.749 3.698 12.423 65.358 95.572 82.042 16.122 510.549 31.581 97.263 24.432 78.243 74.381 124.203 77.035 5.568 57.203 175.276 93.139 27.606 18.882 109.277 107.678 192.262 12.558 127.292 17.865 17.895 68.459 100.673 39.887 73.141 34.688 59.439 16.666 54.806 17.13 60.158 21.584 17.756
Kalash1 21.02 18.892 39.1 2.439 1.404 27.995 46.674 9.689 3.84 22.515 69.484 6.567 19.571 4.765 15.335 6.393 5.902 46.501 11.408 9.157 7.889 9.852 5.97 1.636 34.607 27.571 3.248 25.049 0.504 24.776 7.413 31.919 6.384 25.539 14.096 25.889 18.705 8.429 22.373 18.819 5423.151 10.925 6.326 31.006 14.052 39.985 5.117 16.436 2.327 6.503 6.21 7.284 20.676 18.368 1.854 6.646 13.739 22.794 23.364 5.491 49.246 12.155 45.812 10.187 23.23 18.018 36.402 7.831 0.666 9.34 31.435 9.989 6.879 6.125 60.413 24.446 43.286 5.542 19.497 7.232 6.237 9.979 23.018 7.744 9.37 15.861 21.435 4.386 8.446 7.15 21.955 1.905 8.126
Kalash2 27.362 25.125 53.443 3.128 1.547 34.941 54.925 10.842 4.371 27.052 69.958 8.683 26.663 5.87 15.54 7.917 9.262 57.812 12.837 11.435 7.747 11.6 5.466 1.626 47.116 34.997 8.937 27.962 0.773 27.243 8.167 34.303 6.768 27.453 16.856 27.615 22.807 10.991 24.401 22.883 5134.687 10.696 5.465 31.369 14.817 56.5 6.115 20.456 2.238 9.673 7.206 8.227 22.846 22.116 1.64 6.519 18.58 32.731 29.207 7.915 60.287 14.963 52.944 11.06 25.404 18.151 47.274 9.996 0.88 10.338 38.015 9.92 10.626 8.358 62.71 26.453 49.811 6.007 20.709 8.708 6.913 13.074 29.489 9.434 11.725 17.709 26.973 4.392 12.592 6.946 26.755 4.971 7.913
Kalash3 28.333 21.683 57.579 2.907 1.443 35.872 55.124 12.583 3.666 34.393 71.773 8.266 25.609 5.847 17.726 6.166 7.688 61.222 15.249 9.459 6.202 11 6.48 1.546 45.391 38.125 6.63 32.833 0.619 26.427 7.445 31.044 6.676 28.931 15.21 30.141 24.762 11.714 22.413 24.247 5087.406 10.984 4.441 31.871 15.681 48.438 5.096 20.437 2.238 8.687 6.357 9.67 21.451 23.816 1.326 4.96 18.645 39.638 24.321 6.347 63.505 13.089 68.209 12.959 28.649 23.03 52.584 8.902 0.643 10.891 34.89 10.171 7.049 7.38 55.963 26.286 59.169 7.06 26.27 7.804 6.971 13.21 32.78 10.352 12.704 15.746 30.334 4.982 12.278 6.209 23.968 3.025 7.402
Kalash4 64.528 56.21 109.823 6.303 3.647 79.917 116.781 25.484 8.647 55.359 220.939 16.938 57.514 12.687 34.095 17.836 21.041 139.323 36.078 21.548 21.966 26.121 13.872 3.88 100.699 66.174 12.424 66.729 1.237 64.004 18.255 78.373 13.556 65.644 35.308 60.257 48.326 21.814 57.074 54.991 2799.269 27.567 13.59 75.684 31.069 105.898 11.909 44.933 4.839 16.382 16.043 22.155 49.471 50.253 4.125 13.7 40.619 74.077 56.863 15.413 133.687 29.7 133.992 29.133 58.443 40.848 96.214 20.714 1.565 25.133 77.926 26.038 19.823 20.454 127.413 56.332 113.698 14.392 50.29 20.901 15.4 28.802 59.913 24.63 25.378 29.068 58.502 8.913 30.797 16.836 58.919 8.621 20.096
Kalash5 27.186 21.039 44.734 2.599 1.386 34.828 47.331 12.157 4.209 25.773 76.985 6.671 20.006 4.786 17.927 6.526 6.596 53.483 12.272 7.983 5.242 9.802 5.899 1.411 44.649 25.467 4.327 23.563 0.49 27.032 8.104 27.91 5.66 28.602 14.829 28.275 19.728 9.029 20.21 23.781 5313.489 9.189 5.119 32.86 12.963 45.035 4.921 17.346 2.011 8.382 6.465 7.675 18.25 21.691 1.452 4.947 17.5 26.403 25.49 6.421 52.094 12.647 59.472 10.576 20.602 14.412 35.776 8.889 0.723 10.313 36.729 12.041 11.125 7.043 56.116 20.616 46.229 5 21.424 7.834 6.641 10.883 21.288 11.895 12.466 13.61 21.683 4.867 12.824 6.575 24.922 3.378 6.881
Kalash6 38.411 35.544 62.925 3.678 2.38 54.843 65.013 17.061 4.896 41.383 86.261 9.882 36.114 6.901 20.4 8.686 9.77 76.947 16.034 14.026 9.12 14.359 9.332 1.668 55.777 42.834 7.959 33.767 0.722 30.942 9.22 42.484 7.284 39.085 16.851 32.704 28.9 15.474 27.978 34.224 4685.452 14.761 7.843 43.804 21.658 67.572 6.66 23.325 2.75 10.025 8.482 10.086 28.681 25.857 2.187 7.571 20.552 35.409 29.124 9.022 73.292 16.213 68.375 12.091 32.268 24.39 55.888 11.277 1.113 12.715 43.248 14.142 11.446 9.686 77.921 30.052 61.305 7.598 30.142 11.595 8.341 13.753 33.533 12.956 14.034 15.914 26.79 7.03 15.79 9.482 31.015 4.995 10.869
Kalash7 25.821 23.601 46.765 2.107 1.25 31.006 46.991 10.981 3.583 24.294 71.284 7.711 20.597 3.786 11.882 6.113 5.695 49.232 10.947 7.716 7.434 12.024 5.06 0.943 37.153 30.088 3.849 26.336 0.491 20.497 7.303 23.696 4.959 24.537 11.95 22.614 19.195 9.519 18.125 20.224 5450.363 9.22 4.58 26.856 16.845 42.678 4.526 16.484 1.978 6.66 5.877 7.197 16.336 19.208 1.18 5.459 17.349 29.103 22.219 5.958 47.051 10.988 51.066 9.899 22.877 15.478 33.265 7.705 0.633 9.449 27.866 10.703 6.146 5.645 45.438 23.083 41.719 4.936 21.971 8.664 5.51 9.975 23.435 8.613 8.61 11.991 19.52 4.236 11.601 6.719 22.946 2.631 6.744
Kalash8 26.458 23.1 41.831 2.361 1.583 31.673 49.521 10.467 4.135 22.861 75.353 6.829 19.342 6.047 18.354 6.093 5.246 56.834 11.057 8.334 6.761 10.651 5.918 1.136 41.294 27.932 4.048 25.19 0.841 23.371 8.003 28.088 4.805 27.216 18.789 23.508 18.429 11.203 20.746 21.416 5325.734 8.984 5.084 32.961 15.867 46.01 4.846 18.018 2.522 6.401 5.783 6.973 18.483 18.798 1.443 4.55 18.237 29.777 22.678 7.624 55.17 11.647 52.92 10.711 24.657 17.014 44.781 7.928 0.907 12.686 32.019 10.27 7.338 6.926 53.098 21.265 44.917 5.209 22.994 9.368 6.303 9.268 22.293 11.789 10.109 14.215 24.77 6.44 12.238 6.363 25.165 3.151 5.85
Kalash9 33.308 32.069 59.809 4.485 1.947 38.606 66.463 11.728 4.563 35.283 100.52 8.626 26.711 6.603 18.061 8.284 8.809 75.013 16.855 12.362 8.812 13.845 7.628 1.222 54.781 43.557 7.643 36.157 0.69 36.512 10.547 51.649 6.932 33.344 15.967 33.44 27.252 12.105 28.099 26.995 4767.906 14.193 7.329 47.871 15.835 55.094 6.112 23.854 2.937 9.638 8.852 13.03 24.457 26.107 1.953 6.939 19.646 37.808 30.365 9.451 75.773 14.319 74.318 15.367 30.77 21.885 50.671 10.484 0.854 12.356 42.549 15.317 10.495 9.623 71.622 31.651 56.43 6.894 29.895 10.854 8.935 11.971 30.577 14.674 13.033 16.908 29.156 5.278 19.161 8.011 30.092 4.124 10.823
Kalash10 29.642 28.011 57.462 2.796 1.976 42.044 60.092 11.673 4.624 32.855 82.391 9.421 31.833 6.19 15.657 7.663 8.372 67.679 16.141 10.99 11.855 13.639 7.989 2.32 47.378 37.143 7.016 32.249 0.764 30.369 10.082 43.008 6.736 34.033 20.394 33.794 25.985 11.39 25.284 25.807 4942.043 11.716 6.262 34.2 19.198 51.034 5.792 20.787 2.481 10.289 7.65 9.474 23.878 23.411 1.94 6.689 20.903 33.506 23.512 7.798 64.228 13.92 65.939 13.017 32.131 19.408 43.832 10.04 0.781 12.856 37.586 12.887 8.083 7.911 72.591 25.973 60.127 5.844 25.02 9.056 9.079 10.369 32.708 12.453 15.021 15.063 31.84 6.319 13.68 8.275 29.617 4.129 9.987
Kalash11 35.073 32.446 56.786 3.735 2.122 38.318 71.644 13.162 4.723 33.204 88.62 11.406 28.543 7.362 18.967 8.425 11.219 70.35 17.361 13.378 9.829 13.364 8.407 1.507 54.903 38.308 6.719 35.086 0.821 32.914 11.505 40.17 8.605 35.082 17.895 33.699 27.299 11.252 30.374 31.221 4762.549 17.2 7.384 36.893 22.627 60.328 6.699 22.722 2.768 9.683 8.863 9.494 26.113 24.222 3.179 9.092 24.645 39.324 29.942 9.607 72.465 16.651 73.928 12.786 36.172 21.382 47.17 10.392 1.071 13.982 44.649 14.452 13.138 9.412 76.865 32.373 58.901 7.969 26.126 9.217 11.613 12.221 34.736 12.649 14.08 15.285 24.587 6.217 15.968 9.978 33.005 5.282 11.141
Kalash12 32.615 26.765 62.48 2.794 1.579 36.007 60.177 14.072 4.733 32.502 98.143 8.845 23.299 6.611 16.968 8.638 8.446 69.309 12.792 11.94 9.553 13.442 7.676 2.733 52.048 37.31 4.035 32.593 0.594 31.332 9.435 37.821 7.23 28.374 18.185 35.977 28.698 13.085 27.617 27.074 4944.612 10.976 6.161 33.878 17.879 48.322 6.394 20.911 2.485 8.631 7.358 10.328 25.572 23.491 2.149 6.679 18.595 31.686 27.82 8.107 65.418 15.266 59.897 13.132 27.465 24.088 44.599 9.465 0.717 12.755 39.044 14.082 9.468 7.52 71.212 26.643 53.651 7.046 25.164 9.676 7.863 11.254 28.126 12.513 12.594 17.215 29.454 6.378 16.803 9.223 29.384 5.254 8.571
Kalash13 47.238 44.582 81.266 4.401 2.532 57.704 93.129 24.391 6.2 46.851 111.624 14.629 39.836 8.429 25.214 10.96 12.281 102.972 24.857 17.386 15.749 19.996 10.096 2.244 74.131 52.493 8.215 47.091 0.968 44.682 11.517 61.359 9.746 51.02 23.005 46.402 42.462 16.549 36.043 42.469 3922.636 18.499 8.276 53.464 26.324 84.89 8.803 31.04 3.529 12.819 12.975 14.556 36.001 40.982 2.124 11.278 26.38 48.239 47.926 12.796 100.8 22.537 111.318 20.548 40.377 30.277 73.133 14.501 1.246 19.285 54.892 15.67 13.535 11.666 102.322 42.451 86.937 10.046 37.193 13.326 11.255 17.54 42.696 20.058 19.236 28.36 40.677 12.47 22.771 12.937 37.114 7.05 12.381
Kalash14 29.606 30.765 45.371 2.97 2.007 36.438 59.579 12.06 4.142 29.675 83.321 7.703 21.621 6.606 18.547 7.769 6.763 56.398 15.823 9.98 11.254 12.507 5.695 1.897 46.014 33.281 4.87 34.556 0.538 27.791 7.017 37.883 6.851 34.751 15.081 31.754 26.854 8.923 23.932 25.986 5015.854 14.376 5.667 36.635 15.987 50.961 5.984 20.658 2.208 9.523 9.694 8.328 21.53 24.514 2.017 6.287 24.303 36.958 28.142 8.213 68.668 12.609 68.37 12.125 28.349 22.053 48.482 9.797 0.941 14.481 37.863 12.849 12.269 9.279 63.57 24.853 53.1 6.095 27.311 8.963 8.301 13.078 29.549 10.965 12.436 12.906 24.786 6.832 18.489 6.694 26.606 3.924 8.435
Kalash15 28.453 27.449 54.217 3.284 1.841 41.294 55.957 15.025 4.46 30.179 83.954 8.339 26.911 6.349 15.096 7.549 6.854 67.71 14.722 11.364 9.031 10.319 6.795 1.461 51.991 35.022 6.51 27.691 0.579 29.024 9.989 41.201 6.626 33.183 14.636 28.599 26.398 11.245 27.009 26.131 5001.359 10.964 7.291 35.623 17.775 56.05 5.844 22.016 2.721 8.659 8.143 12.344 22.74 21.996 1.762 6.934 18.13 34.413 26.089 8.647 66.286 14.567 59.41 12.126 28.538 19.359 43.362 9.562 0.917 12.108 38.196 10.601 9.702 7.927 66.666 27.886 57.086 7.043 24.271 11.067 7.167 13.213 28.276 12.509 11.088 17.085 26.737 8.997 16.112 7.496 28.448 3.536 8.938
Kalash16 23.895 17.181 42.103 2.264 1.259 33.256 43.169 11.119 3.927 22.136 69.415 6.697 18.529 4.682 13.222 6.532 6.366 50.315 14.459 11.053 9.624 10.033 5.583 1.356 38.534 24.26 6.866 25.215 0.532 24.054 6.418 26.626 5.227 30.384 10.573 22.245 19.281 7.73 18.493 17.923 5437.395 8.7 6.176 29.251 13.148 40.761 4.686 15.244 1.711 7.474 6.005 7.733 19.38 19.53 1.332 5.307 14.18 30.889 20.42 6.67 47.201 10.436 46.28 10.006 19.495 16.595 39.671 8.245 0.593 10.082 30.31 11.981 7.046 6.145 52.297 22.242 44.36 3.993 18.68 6.658 5.888 10.392 28.99 7.579 9.983 10.709 18.025 4.912 10.772 6.023 19.973 3.519 6.148
Kalash17 37.117 38.096 73.2 3.439 2.368 51.272 80.026 19.551 6.495 40.015 99.475 10.096 40.907 8.067 21.482 9.767 12.485 85.245 19.731 14.802 10.916 14.202 8.888 2.134 66.28 45.731 7.121 38.51 0.852 39.478 10.942 51.642 8.529 41.12 24.127 40.615 32.133 14.313 32.106 33.473 4369.517 14.849 7.937 51.11 25.861 68.611 7.514 26.569 3.747 12.707 10.431 12.345 31.332 29.196 1.782 8.984 23.836 44.783 37.825 10.232 81.329 17.516 93.308 15.675 36.68 26.49 58.933 13.308 1.206 16.625 52.448 14.166 14.553 9.129 95.183 33.383 71.785 8.498 33.713 12.311 11.7 17.983 34.018 16.175 13.826 18.33 34.455 7.085 16.954 10.244 37.425 4.276 12.13
Kalash18 22.107 19.317 36.859 2.306 1.287 28.215 36.621 10.614 3.392 20.352 61.255 6.584 19.415 4.823 11.594 5.898 6.64 45.692 11.604 9.001 6.464 8.437 5.918 1.626 33.522 27.035 4.223 23.281 0.585 22.856 5.95 31.082 4.853 23.488 12.654 18.702 20.295 10.654 18.785 20.641 5527.037 9.406 4.081 25.322 16.063 37.297 4.317 15.949 1.842 6.552 5.753 8.063 17.197 17.654 1.705 5.129 14.189 26.64 20.537 6.484 45.2 10.767 49.418 9.916 18.874 17.422 34.715 8.785 0.575 8.271 29.569 9.006 8.611 6.315 48.537 25.175 42.504 4.366 19.438 6.473 6.269 8.384 21.218 8.693 10.71 10.791 19.411 4.859 10.141 7.245 20.248 3.986 5.796
Kalash19 24.099 20.648 40.338 2.22 1.388 29.688 46.698 14.113 3.62 23.408 63.411 7.831 21.418 4.151 14.679 6.331 5.424 55.695 10.142 8.331 6.498 9.821 4.565 1.962 36.357 29.407 4.325 24.272 0.405 25.064 7.494 25.309 4.799 24.021 15.101 26.166 20.579 11.426 20.84 21.201 5404.045 10.335 4.866 26.001 16.7 42.975 4.866 18.129 2.309 6.724 6.23 11.852 20.28 23.353 1.419 5.601 12.944 26.612 21.501 6.007 57.5 12.216 51.059 10.143 21.573 18.673 41.265 8.853 0.627 12.001 29.114 9.465 9.898 7.703 44.16 20.862 45.128 5.755 17.173 6.437 7.626 10.709 20.446 8.61 11.235 12.055 20.054 3.868 12.135 7.253 21.477 3.764 6.998
