Recipient Adygei Armenian Balochi BantuKenya BantuSouthAfrica Basque Bedouin Belorussian BiakaPygmy Bulgarian Burusho Cambodian Chuvash Colombian Cypriot Dai Daur Druze EastSicilian Egyptian English Ethiopian EthiopianJew Finnish French Georgian GermanyAustria Greek Hadza Han HanNchina Hazara Hezhen Hungarian IndianJew Indian Iranian Ireland Japanese Jordanian Kalash Karitiana Lahu Lezgin Lithuanian Makrani Mandenka Maya MbutiPygmy Melanesian Miao Mongola Moroccan Mozabite Myanmar Naxi NorthItalian Norwegian Orcadian Oroqen Palestinian Papuan Pathan Pima Polish Romanian Russian Sandawe SanNamibia SanKhomani Sardinian Saudi Scottish She Sindhi SouthItalian Spanish Surui Syrian Tu Tujia Tunisian Turkish Tuscan UAE Uygur Uzbekistani Welsh WestSicilian Xibo Yakut Yemeni Yi
Armenian14 136.677 496.259 116.513 8.303 5.024 139.7 275.605 40.866 10.908 116.558 113.29 18.749 79.671 12.115 86.79 15.189 14.648 308.64 64.617 56.771 32.379 57.51 31.101 6.172 166.024 198.953 22.529 134.348 2.882 59.788 16.22 87.293 13.321 114.821 37.09 44.326 90.646 35.332 49.195 103.926 113.3 24.168 12.618 135.878 56.245 118.917 17.181 49.095 6.579 16.748 16.233 17.755 99.719 113.227 3.907 12.54 76.949 109.817 93.401 16.005 313.926 29.627 117.145 28.159 87.029 84.682 138.264 33.289 2.199 35.082 196.819 66.575 28.31 15.121 115.502 121.112 199.864 13.593 102.654 18.001 15.426 55.041 125.814 55.439 57.116 34.127 60.985 20.154 71.206 16.441 55.79 17.551 16.176
Armenian15 106.15 128.221 107.025 8.17 4.603 163.204 229.812 68.443 10.792 151.079 113.22 18.278 149.402 13.804 77.484 17.277 18.435 236.817 63.34 46.759 43.806 48.71 28.308 17.174 206.627 145.454 31.184 143.679 1.641 66.168 21.375 91.405 20.085 153.656 35.499 44.292 74.28 43.152 61.448 92.219 102.245 30.01 14.838 122.55 99.042 111.989 16.893 60.203 6.144 18.86 18.558 24.725 98.496 99.029 3.802 13.688 78.198 152.639 120.341 21.486 239.42 29.467 115.887 32.721 180.208 110.319 305.806 30.999 2.184 37.489 175.855 43.952 37.595 18.337 114.447 110.756 229.936 15.445 96.739 23.273 21.527 52.906 100.706 51.088 43.348 35.577 79.328 28.501 60.209 20.435 92.768 13.073 18.84
Armenian16 134.206 140.516 121.534 9.18 5.75 146.388 313.19 43.732 11.7 117.995 136.823 20.074 82.257 12.789 86.753 16.492 16.407 314.495 65.273 57.154 31.432 59.422 36.579 5.414 190.113 176.912 17.305 152.957 1.994 63.491 17.538 85.243 14.087 117.376 34.699 46.121 91.976 35.963 53.756 120.453 128.542 26.394 11.898 148.937 54.833 137.936 18.549 49.684 6.541 20.135 17.046 20.844 113.797 108.098 4.073 14.384 76.876 113.829 96.653 16.025 307.192 33.908 120.449 30.286 105.509 89.646 140.027 39.754 2.291 36.442 181.519 64.152 32.227 15.999 133.112 133.345 229.809 15.951 105.036 19.637 17.865 60.032 126.099 55.859 57.407 38.274 71.857 20.528 67.084 18.216 62.711 17.268 18.065
Balochi1 71.827 69.069 698.126 7.516 4.013 89.691 171.818 28.459 12 70.951 138.556 20.193 51.416 12.358 47.849 16.633 16.844 158.4 36.179 31.641 20.581 35.518 16.066 3.761 101.608 82.643 13.713 72.309 1.594 60.191 17.886 88.806 14.602 77.492 42.252 75.69 57.187 27.628 53.874 67.692 121.835 24.616 14.762 81.711 32.111 465.489 14.774 38.989 6.248 19.374 16.542 19.355 63.662 59.982 3.421 13.526 43.034 74.042 55.658 15.072 172.241 29.145 205.444 24.552 64.145 43.651 95.923 28.006 1.983 24.16 91.148 36.261 18.891 17.024 207.799 66.343 122.384 12.82 63.167 20.107 16.492 28.017 67.546 26.31 41.173 30.109 56.13 11.58 32.264 19.54 60.795 10.664 18.111
Balochi2 79.812 72.339 553.616 7.778 5.783 90.924 178.82 34.302 11.789 77.181 147.81 18.996 54.251 11.028 52.725 16.464 14.909 171.394 34.355 31.439 15.861 34.994 19.597 3.342 117.17 84.868 12.232 81.677 1.752 57.844 16.727 88.981 13.759 72.857 43.299 72.144 79.229 21.641 51.315 72.561 121.414 24.376 12.635 82.842 39.086 635.498 14.795 46.146 6.582 17.5 16.568 17.861 60.925 69.131 4.008 12.632 50.118 76.698 59.405 17.094 179.637 30.749 159.844 24.126 73.384 49.581 111.064 28.256 2.03 26.85 94.156 37.832 21.513 16.696 201.959 72.622 137.694 12.864 64.515 21.777 17.76 35.99 77.662 34.053 44.188 36.043 61.539 15.189 34.06 17.769 56.74 9.178 18.024
Balochi3 83.934 83.231 509.465 12.755 6.419 102.118 175.929 33.734 19.259 87.322 200.797 31.111 72.341 16.968 53.701 27.792 24.124 195.141 41.777 31.717 23.409 38.72 22.44 4.931 122.25 106.868 12.269 92.578 2.646 91.166 27.205 106.152 19.772 80.866 70.22 128.055 81.062 29.179 77.704 72.949 163.559 35.181 20.19 98.726 48.352 413.445 22.633 60.39 8.364 30.089 25.39 26.182 67.937 73.4 6.114 22.958 48.9 89.929 71.549 21.777 195.166 48.622 207.833 33.03 74.806 53.344 125.133 34.15 2.755 41.795 108.606 38.624 24.729 27.163 335.945 76.179 153.988 19.156 69.559 27.63 24.399 41.465 83.522 40.547 45.622 49.385 66.781 14.37 42.606 25.144 78.582 10.016 26.029
Balochi4 87.341 79.252 566 9.988 5.242 104.556 183.573 37.437 14.013 78.494 178.88 24.696 75.548 15.982 56.282 22.548 21.584 191.971 40.616 33.437 25.508 37.757 22.119 5.134 130.259 101.277 15.056 92.871 2.365 77.066 20.757 120.48 18.494 89.269 51.862 95.247 73.754 30.597 67.875 76.553 160.558 32.567 17.086 92.823 52.405 342.446 18.5 54.163 7.646 25.532 20.371 26.235 74.293 75.249 4.397 16.666 50.056 85.017 69.162 22.56 201.234 41.839 218.785 33.831 86.071 67.034 129.173 32.091 2.569 33.83 104.089 36.904 24.788 22.656 297.096 74.805 159.785 16.089 66.582 22.228 21.657 38.997 81.757 34.035 43.394 40.336 69.451 13.135 41.882 24.269 71.622 10.614 23.158
Balochi5 85.354 84.483 518.758 19.224 14.454 108.902 199.44 34.679 22.244 83.015 157.215 23.998 69.152 14.524 58.584 19.012 19.337 215.237 44.555 35.144 21.879 41.996 22.391 4.488 130.626 100.627 13.477 94.333 2.485 72.049 21.331 92.119 15.051 78.458 58.114 81.713 80.086 27.353 62.152 80.153 140.928 29.893 15.263 101.599 44.014 485.314 23.244 53.891 11.69 23.401 20.31 21.558 73.496 77.733 4.415 15.142 57.038 82.645 71.204 18.523 200.616 37.67 193.537 30.509 68.873 59.407 114.066 40.736 3.379 48.35 121.457 51.881 26.377 18.548 275.096 81.51 149.154 14.495 76.302 21.749 19.052 38.332 87.435 32.196 66.767 37.328 68.012 11.323 46.592 19.213 65.204 15.261 20.254
Balochi6 83.96 83.767 652.082 12.766 9.627 97.293 189.385 29.699 16.29 77.804 149.786 18.327 60.196 13.254 54.893 17.395 15.913 192.377 45.074 34.921 21.936 39.992 24.641 3.617 120.736 101.663 13.298 85.323 1.768 69.156 18.196 95.956 14.453 73.096 47.233 75.204 72.834 26.937 54.57 80.631 128.028 28.501 13.027 82.946 43.505 665.794 19.894 50.877 8.009 19.915 17.747 22.232 75.645 68.784 5.061 14.411 50.146 80.137 62.294 15.246 213.457 32.125 160.132 32.207 60.291 50.04 104.49 31.306 2.517 30.287 109.575 41.686 21.952 18.337 271.491 79.966 139.025 13.954 70.112 19.701 18.414 38.331 81.994 32.242 49.97 35.487 66.214 12.829 40.638 18.346 58.686 14.773 19.105
Balochi7 70.035 66.961 952.995 8.413 4.842 80.603 157.18 25.386 10.498 64.154 154.615 22.731 54.657 11.756 41.634 18.328 15.893 166.53 33.45 30.736 18.723 31.543 17.86 5.024 98.545 81.586 11.087 71.857 1.563 64.897 18.084 87.732 13.541 75.995 49.642 76.023 69.755 28.623 56.204 64.595 122.999 24.616 13.495 78.609 40.775 720.316 15.023 48.891 5.723 21.375 16.082 19.825 60.832 61.327 4.453 13.384 41.703 72.974 47.811 16.709 167.389 34.896 178.025 23.808 60.249 48.933 95.681 25.858 2.056 31.43 84.271 40.185 24.422 16.135 361.535 63.446 122.758 13.826 62.367 19.902 17.694 33.366 69.785 31.969 52.206 29.334 59.109 17.183 39.756 19.348 53.723 11.464 17.617
Balochi8 81.734 77.742 457.896 8.715 5.72 95.964 181.901 39.443 12.415 76.441 150.77 24.123 67.617 14.645 48.616 22.71 26.548 198.587 37.901 28.362 26.869 35.396 21.695 3.686 128.599 95.047 14.4 81.685 2.027 95.478 31.14 107.236 23.069 85.826 45.639 67.758 66.77 30.9 80.956 66.399 129.714 35.095 17.38 91.841 35.379 488.628 18.001 57.052 7.124 26.723 25.81 30.556 67.319 72.321 5.464 19.586 47.77 77.8 66.081 30.134 191.665 35.943 175.172 35.254 69.179 56.56 121.956 29.403 2.88 40.184 100.196 38.481 30.47 21.962 222.587 78.036 140.904 14.748 69.275 30.432 27.988 37.045 73.198 32.424 31.655 41.319 68.541 12.127 51.732 25.729 89.888 10.108 24.951
Balochi9 95.44 87.263 198.723 10.869 7.144 100.728 179.205 33.278 15.788 83.881 276.079 45.604 84.206 21.376 50.217 36.49 32.739 200.696 42.031 31.228 25.629 41.809 24.714 6.463 145.577 108.274 14.601 89.98 2.578 136.509 41.159 135.333 29.451 88.486 77.022 186.059 67.743 31.233 115.965 77.154 195.981 48.011 28.005 104.293 45.556 183.485 21.337 78.748 9.773 49.178 36.618 37.034 72.863 79.48 9.227 31.701 54.167 87.469 73.463 31.637 197.649 75.432 235.479 47.705 80.567 64.801 131.366 37.068 2.993 48.582 109.82 40.16 26.711 37.313 280.91 86.709 158.775 24.51 74.61 40.256 41.599 38.38 89.984 37.96 40.403 54.836 80.503 16.655 46.464 35.919 103.511 13.611 39.599
Balochi10 68.102 67.141 793.199 10.383 6.231 84.509 150.999 31.788 12.922 73.305 155.589 21.569 60.485 12.666 46.805 17.039 17.397 174.123 36.617 29.069 20.308 36.088 18.974 5.149 109.928 90.052 13.353 84.084 1.865 67.973 19.953 88.099 15.588 71.283 54.506 80.812 61.969 26.609 57.259 62.512 130.035 27.106 14.375 84.855 41.257 531.806 16.078 46.457 6.376 19.862 16.409 20.277 58.957 60.329 4.411 13.452 42.882 73.436 61.341 15.836 167.438 34.543 164.597 24.607 64.008 49.6 99.772 26.825 1.98 29.051 91.54 35.33 20.453 16.581 332.953 70.041 132.894 13.497 61.891 19.256 18.672 30.749 79.429 30.267 39.971 34.468 56.623 11.184 35.506 19.209 56.974 10.856 18.349
Balochi11 67.569 65.936 939.589 11.603 5.975 78.776 149.173 23.293 12.84 61.685 142.088 20.197 54.847 12.08 44.236 16.403 16.535 163.484 33.466 28.808 19.636 38.409 19.853 4.708 106.51 87.624 13.429 73.371 2.066 59.548 17.238 77.338 12.354 66.354 31.704 78.853 69.986 22.147 48.452 64.252 114.692 23.123 12.131 88.959 31.536 794.487 16.045 43.731 6.821 17.503 15.845 19.049 63.51 55.32 3.43 14.547 43.407 61.808 54.881 15.172 165.467 29.896 153.03 24.963 62.792 47.039 94.804 32.406 2.457 34.07 85.055 34.37 18.47 16.463 374.329 65.181 108.184 12.736 57.764 19.102 15.918 31.051 60.86 34.605 42.338 33.455 55.57 12.345 36.377 14.684 51.207 11.739 17.406
Balochi12 79.302 76.878 581.616 37.117 25.075 103.338 181.744 35.777 35.577 77.087 144.098 19.964 65.382 12.176 47.313 22.338 18.461 203.132 37.953 38.215 21.458 50.673 24.862 5.247 126.765 95.32 17.318 91.694 2.579 65.984 18.156 96.988 15.382 78.945 36.712 66.801 77.141 27.639 57.56 82.38 133.116 27.899 13.994 93.541 41.025 398.553 33.746 52.469 15.902 21.935 19.6 23.901 70.821 72.06 4.373 14.901 52.374 75.683 71.031 19.355 196.103 37.203 180.016 25.825 73.702 58.407 115.411 57.135 3.504 55.376 102.316 42.017 21.64 19.982 211.373 79.506 141.305 15.602 71.364 21.377 18.831 38.015 81.447 27.419 44.835 34.817 62.251 17.25 40.767 20.533 62.226 12.001 18.288
Balochi13 83.551 74.866 621.206 13.556 7.183 89.23 187.014 32.454 19.66 79.011 162.328 20.8 61.074 12.985 45.203 18.007 18.901 185.793 35.974 34.141 24.024 42.933 25.47 3.906 116.745 98.268 12.662 90.646 2.133 72.37 18.674 86.226 15.672 73.791 46.175 94.401 71.622 22.951 58.131 74.432 127.644 26.776 15.287 95.072 38.805 695.289 25.059 46.39 8.955 24.352 17.115 22.054 70.446 70.636 3.803 14.354 44.677 76.507 61.736 16.522 197.034 33.502 164.55 30.913 61.554 51.4 101.356 43.135 2.304 36.304 104.528 38.326 22.243 17.87 294.52 81.863 146.865 14.371 74.648 21.324 17.694 38.676 77.743 33.931 40.321 36.963 64.563 12.859 39.419 19.84 64.182 11.78 17.657
Balochi14 76.04 74.497 714.956 9.86 4.82 103.595 191.325 33.139 12.414 77.421 158.409 23.702 66.946 15.968 47.247 22.183 18.207 179.005 38.646 32.434 23.192 36.141 22.311 6.273 130.024 101.921 18.093 89.996 1.916 74.945 21.715 113.277 16.983 86.205 55.265 84.782 68.789 29.314 61.186 75.127 143.556 28.537 14.709 93.258 48.499 474.577 16.225 51.494 6.702 22.652 19.979 24.237 65.557 65.373 4.295 15.627 55.004 91.788 67.81 17.926 189.435 35.664 239.018 29.771 69.859 53.688 111.841 29.392 2.164 37.658 104.57 38.322 28.78 17.558 367.45 79.358 138.737 13.98 66.713 25.28 19.376 34.156 85.525 32.265 45.371 39.551 69.46 16.822 35.654 19.106 61.779 11.691 20.654
Balochi15 70.794 63.063 1065.482 8.16 4.3 86.892 161.8 23.835 11.163 71.856 129.091 17.331 54.222 12.734 48.71 18.21 15.351 162.363 33.242 30.891 17.637 32.792 18.249 3.751 105.494 85.363 13.748 72.414 1.6 58.084 16.197 92.531 14.151 70.274 48.69 79.593 56.288 27.852 49.453 61.803 109.005 26.033 12.578 76.568 33.135 742.126 14.304 45.821 5.609 18.55 19.369 18.653 59.354 59.653 4.262 11.924 43.356 63.662 62.776 15.093 160.037 30.204 180.141 29.496 57.194 46.035 93.484 26.551 2.146 30.653 89.316 30.788 19.781 16.286 363.502 68.553 123.998 12.72 54.894 20.688 15.73 29.29 71.937 24.711 39.669 34.221 53.705 10.847 36.808 15.428 57.592 11.783 18.179
Balochi16 82.858 71.297 832.907 12.228 8.013 82.881 179.41 28.975 13.954 73.119 127.887 19.731 59.991 14.495 46.187 16.487 14.123 163.614 39.732 29.59 22.785 37.753 19.126 3.689 117.853 95.658 13.632 79.681 1.499 62.754 18.555 87.12 13.866 66.328 42.32 73.001 64.47 31.997 55.67 72.61 120.372 27.485 13.305 77.057 36.788 692.814 20.235 46.769 7.761 19.941 17.607 18.038 62.937 64.76 3.846 12.489 42.458 72.108 57.137 14.926 181.08 31.278 154.289 24.24 60.492 49.234 98.959 31.623 3.263 37.495 98.017 40.702 21.567 16.857 362.601 72.085 130.558 14.222 70.2 19.01 17.549 32.813 79.741 25.081 63.847 30.669 63.738 11.936 37.333 17.975 65.429 14.41 19.132
Balochi17 91.837 80.768 498.312 14.197 13.254 95.557 179.138 35.51 18.795 80.068 180.621 23.737 65.62 18.381 57.699 21.006 20.029 202.492 40.251 31.552 24.87 40.965 23.845 3.702 127.737 114.992 18.129 87.726 2.088 79.455 24.388 118.201 18.116 84.741 59.164 110.582 76.094 31.812 66.856 87.088 157.308 29.065 17.017 93.334 40.081 407.988 23.538 53.051 8.881 26.854 21.758 26.147 66.422 72.888 4.955 18.489 50.11 88.358 74.584 20.828 187.224 47.007 220.659 35.629 73.407 59.822 105.326 40.974 2.807 37.434 108.164 44.43 24.371 21.346 260.666 81.429 146.491 16.923 73.198 21.982 21.096 38.115 84.948 37.238 37.904 46.343 73.666 16.514 44.782 21.925 68.655 9.887 24.977
Balochi18 87.363 83.88 458.395 13.885 9.004 100.506 198.41 39.185 18.443 74.75 185.792 30.639 68.143 16.196 60.66 23.32 22.665 209.062 44.468 32.897 23.585 43.036 23.922 3.37 131.226 102.085 15.696 97.387 2.537 95.182 26.056 117.823 18.101 85.335 71.867 106.716 83 27.927 74.305 79.351 164.247 29.896 20.608 100.612 44.832 392.925 24.46 59.234 10.947 28.173 25.234 25.581 73.581 75.213 6.291 19.068 52.723 75.154 70.302 23.024 206.937 47.645 220.003 35.008 78.203 58.894 118.522 36.737 2.989 40.446 108.971 43.432 28.403 25.951 265.483 81.459 146.035 16.265 85.206 26.69 26.701 44.74 83.067 34.133 54.898 45.495 74.022 15.622 41.734 24.001 71.103 11.227 23.126
Balochi19 86.136 81.894 878.563 14.051 8.237 97.12 189.719 29.481 16.413 70.674 166.588 24.692 64.201 15.008 52.16 21.004 18.345 174.904 39.854 32.77 25.879 41.907 18.822 4.266 117.623 95.319 12.533 87.229 2.001 74.287 20.371 111.903 18.631 77.611 50.349 97.911 77.714 28.395 67.59 83.287 148.535 29.621 16.003 94.606 41.329 367.853 21.787 51.033 8.207 27.512 21.628 25.685 64.643 70.045 5.759 13.806 50.738 86.585 66.333 18.62 204.182 42.225 181.315 33.278 74.58 55.443 112.577 39.277 2.792 38.322 111.753 40.33 23.541 20.011 335.017 77.854 154.02 16.964 72.596 24.196 21.864 39.13 84.738 35.96 54.002 39.573 67.787 13.392 41.768 18.558 64.103 11.204 22.403
Balochi20 82.785 85.98 895.018 18.758 9.299 103.846 194.732 37.596 17.164 79.234 187.418 22.447 58.929 13.321 54.579 18.493 18.551 183.007 44.33 33.081 23.545 40.603 22.92 3.818 121.881 99.615 11.056 88.825 2.871 75.048 20.849 105.276 18.259 84.078 52.831 99.696 79.779 29.924 67.66 74.359 155.247 27.458 16.854 95.452 37.446 409.759 20.405 51.848 7.896 25.154 19.92 22.731 68.3 69.333 4.795 16.486 45.872 83.52 64.442 18.649 200.023 42.332 180.386 29.229 66.83 52.156 115.499 37.974 2.907 45.442 112.209 36.88 25.244 21.168 314.602 74.037 149.832 13.359 72.339 22.4 21.731 36.359 73.871 34.477 43.716 40.748 65.422 13.124 38.978 19.78 68.846 11.088 21.693
Balochi21 88.683 74.665 565.355 33.952 17.309 96.105 181.892 32.376 31.166 84.76 166.048 25.203 65.062 14.41 49.645 20.489 18.889 192.998 38.163 32.536 21.794 49.838 23.731 4.969 118.954 99.963 14.422 91.599 2.35 83.014 20.777 100.242 17.592 81.684 49.399 112.099 73.867 26.606 70.756 78.684 142.438 30.732 17.62 99.144 39.532 394.693 32.3 55.718 16.092 26.827 22.172 23.453 72.805 78.008 5.444 18.45 52.2 79.218 70.714 22.566 205.159 43.172 183.262 32.163 76.052 55.458 109.293 63.911 3.752 50.592 109.27 39.039 21.651 20.499 262.725 79.059 152.829 17.566 81.369 26.8 24.745 42.95 90.734 30.807 49.472 44.586 65.087 13.344 39.267 23.653 69.281 13.917 23.336
BantuKenya1 19.088 19.135 28.081 898.895 375.684 23.401 145.63 7.699 518.692 18.198 30.822 11.165 15.215 8.883 15.308 10.439 8.36 65.64 13.345 46.753 5.306 189.381 102.518 1.263 29.974 21.052 3.285 21.903 37.731 39.046 10.865 23.606 8.431 19.126 13.079 15.543 20.852 6.368 30.792 48.212 23.768 12.999 8.017 18.765 8.322 66.735 536.132 29.38 235.185 13.283 10.121 10.115 96.498 135.427 2.67 8.133 12.627 17.824 14.479 9.27 122.729 23.112 26.117 15.163 15.087 13.256 23.904 754.577 43.83 415.985 31.235 23.739 5.641 11.316 40.502 23.208 46.115 7.177 34.909 10.67 10.387 57.033 21.33 7.93 36.594 9.691 16.154 2.976 15.119 9.843 27.059 20.163 10.063
BantuKenya2 18.419 20.01 35.65 755.809 353.043 27.349 147.024 7.6 502.64 20.202 30.457 12.466 17.177 7.461 15.466 11.477 10.138 68.777 13.395 47.827 5.746 213.737 117.106 1.015 30.909 23.862 3.464 22.112 40.551 40.108 11.368 24.976 8.574 19.912 9.981 17.832 17.626 7.16 34.342 46.282 27.276 13.566 9.152 19.396 9.655 71.512 552.709 35.427 253.169 13.955 11.001 11.121 100.815 148.271 3.042 8.688 13.198 17.555 16.946 9.364 138.146 26.48 27.757 16.5 17.029 13.932 26.835 734.015 34.943 403.186 34.029 21.651 5.278 11.274 43.542 24.883 50.362 7.227 36.58 10.511 11.174 54.869 23.471 9.262 41.454 11.753 17.947 2.975 14.072 9.913 26.301 22.216 10.821
BantuKenya3 19.683 19.21 36.843 776.964 356.055 28.159 147.677 7.614 491.327 19.923 36.644 12.922 18.635 10.136 16.996 11.48 9.535 73.208 16.352 42.154 5.915 229.545 123.455 1.406 34.801 25.268 3.1 24.576 37.052 43.183 11.016 25.296 8.672 19.647 10.356 18.932 21.653 7.316 33.69 53.011 27.987 13.518 8.307 22.857 10.018 69.706 559.193 36.378 245.531 13.935 11.303 11.385 93.967 143.102 4.457 9.337 13.024 19.681 15.284 9.776 136.034 23.271 27.595 14.404 16.016 14.749 26.518 703.599 38.551 384.027 35.463 29.948 5.311 11.623 49.011 26.072 52.228 7.515 32.012 11.035 11.794 58.798 23.077 9.275 32.276 11.72 17.573 3.422 13.881 10.085 29.515 22.638 12.492
BantuKenya4 21.271 21.262 40.193 718.178 376.438 30.099 151.349 8.712 464.402 23.503 34.8 12.754 19.999 8.046 18.911 12.323 10.348 77.528 17.054 41.683 6.382 237.208 115.684 1.288 35.714 26.216 3.554 28.915 38.237 43.898 11.392 29.454 9.126 21.847 18.587 19.123 22.751 8.254 36.377 47.842 29.822 13.078 9.241 22.853 10.583 83.344 511.196 31.562 224.377 15.574 12.888 11.896 101.439 128.331 2.707 9.369 17.29 21.038 17.692 9.288 142.691 24.607 30.425 15.092 18.884 15.701 32.119 767.969 33.624 411.958 39.319 26.187 6.002 12.826 52.965 29.375 54.724 7.189 38.977 12.684 12.247 54.481 22.835 9.178 42.487 11.999 19.083 4.214 18.974 10.515 28.69 23.312 11.975
BantuKenya5 13.902 15.225 25.946 2220.313 262.799 19.77 112.59 6.012 397.166 14.818 24.043 10.013 12.935 5.455 11.706 9.461 7.889 51.339 11.266 46.74 3.965 173.501 89.162 0.764 23.791 17.902 2.434 18.797 23.917 31.912 8.585 19.874 6.361 14.563 9.459 15.351 14.896 5.311 25.721 40.808 19.638 9.769 7.166 14.907 7.492 53.571 421.834 25.907 202.496 10.418 8.467 8.301 73.017 102.531 2.355 6.566 9.424 15.017 10.851 7.316 99.556 18.097 19.825 10.295 13.299 9.865 19.948 565.899 27.461 312.391 27.037 17.097 4.22 9.818 34.495 18.226 36.539 5.681 26.539 8.529 8.578 46.508 14.892 7.24 30.057 8.712 13.809 2.686 10.608 7.79 21.959 19.132 8.483
BantuKenya6 16.952 17.232 32.863 930.355 390.607 24.151 141.114 7.222 495.783 18.571 28.942 11.772 14.943 7.229 14.198 11.09 8.791 65.754 12.23 49.993 5.43 189.868 102.997 1.031 30.143 21.486 2.822 23.26 32.239 38.916 10.286 28.233 7.581 17.899 11.194 15.654 17.921 6.467 30.908 44.931 23.41 12.781 7.658 18.94 8.894 68.444 524.361 32.874 235.138 12.937 10.42 10.202 100.256 139.884 2.446 8.481 11.615 17.748 14.076 8.343 131.592 21.166 26.074 13.243 15.438 14.171 24.719 721.139 33.589 416.713 33.337 20.919 4.961 11.052 47.357 24.791 49.265 6.985 29.701 10.309 10.301 56.418 19.575 7.736 36.344 9.492 16.289 2.99 12.164 9.096 27.37 23.789 10.447
BantuKenya7 24.539 24.703 40.632 637.384 296.366 37.754 174.937 10.623 425.465 28.029 38.432 14.934 21.237 8.643 22.157 13.24 12.53 97.584 20.417 54.108 7.441 305.512 159.395 1.701 42.426 31.079 4.203 32.801 35.335 48.046 13.015 31.585 10.343 26.947 13.126 20.448 25.235 8.784 39.416 56.921 32.946 15.541 10.054 26.138 12.313 67.91 470.77 38.237 204.599 15.792 13.613 12.777 105.471 151.272 3.554 10.108 18.432 23.978 20.692 10.961 169.392 30.011 34.49 15.962 21.063 17.706 33.518 753.3 34.734 380.565 47.3 31.74 7.202 13.584 46.659 31.611 64.115 7.676 48.861 14.749 12.625 63.749 28.092 12.918 42.932 12.955 20.459 4.43 19.435 12.084 31.996 20.02 13.289
BantuKenya8 25.75 25.679 43.637 611.972 289.223 33.19 177.694 9.447 411.899 26.335 37.362 14.777 21.655 8.694 21.94 13.185 11.287 93.254 16.737 49.091 7.133 281.775 155.218 1.781 42.367 29.53 5.307 32.149 36.803 47.145 13.355 30.188 9.563 26.51 14.222 20.961 21.94 8.294 41.636 57.71 33.677 15.313 10.817 27.065 13.039 73.481 484.085 36.817 220.536 16.666 14.217 12.434 107.36 146.61 3.814 10.188 19.486 24.11 20.174 10.234 174.247 29.139 35.69 15.703 20.899 19.995 35.695 757.923 39.358 398.361 46.174 32.221 6.281 13.611 55.851 32.797 61.342 8.01 42.409 13.922 13.539 56.478 28.285 13.011 52.366 14.32 21.859 3.876 19.075 11.705 32.518 22.52 13.065
BantuKenya9 16.783 16.321 31.691 1360.433 325.196 23.554 125.617 7.078 446.972 20.147 27.31 10.187 15.984 6.194 16.36 10.359 8.299 67.236 11.921 46.972 4.69 197.32 99.478 0.864 26.834 20.524 3.171 19.791 34.572 36.876 9.886 23.95 8.036 17.59 9.737 15.385 17.665 6.036 29.188 40.901 21.834 11.2 8.261 17.922 9.061 61.773 494.053 33.263 216.952 11.516 10.349 10.626 86.641 121.055 3.326 8.712 12.016 16.528 13.483 9.269 121.164 20.309 24.857 11.866 14.977 12.015 24.083 690.801 34.326 362.476 33.583 25.336 5.073 9.831 42.03 22.64 44.687 5.828 37.718 10.049 10.458 46.054 19.538 8.693 32.122 9.523 15.765 3.336 13.281 8.89 24.711 25.845 10.316
BantuKenya10 14.796 14.114 32.001 2192.985 304.442 21.162 115.219 6.34 380.221 16.113 23.889 9.287 12.671 6.592 13.499 8.952 7.118 53.107 9.199 37.2 5.157 188.435 84.508 0.731 23.81 17.682 2.53 17.922 30.069 33.456 8.06 19.194 7.188 13.928 7.803 14.075 16.445 5.175 25.064 35.086 20.429 10.505 7.676 16.293 7.456 49.731 423.13 27.86 196.25 10.34 8.25 8.545 74.053 105.714 2.084 6.851 10.552 14.016 11.84 7.531 102.934 18.525 22.301 12.267 12.975 10.853 19.384 566.771 32.965 307.996 26.247 18.136 4.266 8.997 34.881 19.777 38.568 5.552 26.692 8.099 8.483 38.91 18.782 6.927 23.937 8.166 13.866 2.452 9.991 7.698 21.25 15.054 9.211
BantuKenya11 16.563 16.871 30.018 1478.737 341.894 22.613 131.387 6.764 449.738 17.086 27.594 10.53 16.145 8.152 14.011 9.861 8.681 61.508 11.581 41.509 5.004 183.007 100.001 0.84 27.727 20.398 2.766 19.781 33.007 35.727 9.164 21.561 7.448 17.601 8.978 14.536 21.314 5.205 28.846 42.967 21.805 12.029 8.151 17.145 8.514 59.571 480.776 29.315 226.863 12.551 9.662 10.208 79.813 120.128 2.573 7.438 11.036 15.918 13.543 8.777 122.187 19.871 23.445 11.784 14.868 12.323 22.96 645.263 30.721 365.828 31.177 21.77 4.693 10.14 43.832 21.704 43.733 6.607 33.118 9.517 10.123 52.715 20.01 7.407 28.637 8.798 14.055 2.937 12.01 7.955 23.576 18.655 9.311
